"","volcano.number","volcano.name","country","primary.volcano.type","activity.evidence","last.known.eruption","region","subregion","lat","long","elevation..m.","dominant.rock.type","tectonic.setting","file","slab.dip","slab.depth","slab.strike","mx","my","optional"
"467",271010,"Balut","Philippines","Stratovolcano","Unrest / Holocene","Unknown","Philippines and SE Asia","Mindanao",5.4,125.375,862,"Andesite / Basaltic Andesite","Subduction zone / Continental crust (>25 km)","Holocene",56.7044906616211,-174.244735717773,189.083404541016,125.375,5.4,TRUE
"468",271011,"Parker","Philippines","Stratovolcano","Eruption Observed","1641 CE","Philippines and SE Asia","Mindanao",6.113,124.892,1824,"Andesite / Basaltic Andesite","Subduction zone / Continental crust (>25 km)","Holocene",60.298454284668,-271.270263671875,182.35986328125,124.892,6.113,TRUE
"469",271020,"Matutum","Philippines","Stratovolcano","Eruption Dated","1290 CE","Philippines and SE Asia","Mindanao",6.37,125.07,2286,"Andesite / Basaltic Andesite","Subduction zone / Continental crust (>25 km)","Holocene",62.6554069519043,-236.020553588867,174.546401977539,125.07,6.37,TRUE
"470",271030,"Apo","Philippines","Stratovolcano","Unrest / Holocene","Unknown","Philippines and SE Asia","Mindanao",6.989,125.269,2938,"Andesite / Basaltic Andesite","Subduction zone / Continental crust (>25 km)","Holocene",61.7336921691895,-170.069580078125,170.930862426758,125.269,6.989,TRUE
"471",271031,"Leonard Range","Philippines","Stratovolcano","Eruption Dated","120 CE","Philippines and SE Asia","Mindanao",7.382,126.047,1080,"Andesite / Basaltic Andesite","Subduction zone / Continental crust (>25 km)","Holocene",NA,NA,NA,126.047,7.382,TRUE
"472",271040,"Makaturing","Philippines","Stratovolcano","Eruption Observed","1882 CE","Philippines and SE Asia","Mindanao",7.644,124.317,1818,"Basalt / Picro-Basalt","Subduction zone / Continental crust (>25 km)","Holocene",66.7882232666016,-364.817779541016,178.56201171875,124.317,7.644,TRUE
"473",271050,"Latukan","Philippines","Stratovolcano","Evidence Uncertain","Unknown","Philippines and SE Asia","Mindanao",7.65,124.45,2338,"Basalt / Picro-Basalt","Subduction zone / Continental crust (>25 km)","Holocene",66.6711273193359,-330.623352050781,177.567733764648,124.45,7.65,TRUE
"474",271060,"Ragang","Philippines","Stratovolcano","Eruption Observed","1873 CE","Philippines and SE Asia","Mindanao",7.7,124.5,2815,"Basalt / Picro-Basalt","Subduction zone / Continental crust (>25 km)","Holocene",66.6228179931641,-317.422973632812,178.617523193359,124.5,7.7,TRUE
"475",271061,"Kalatungan","Philippines","Stratovolcano","Evidence Uncertain","Unknown","Philippines and SE Asia","Mindanao",7.95,124.8,2824,"Basalt / Picro-Basalt","Subduction zone / Continental crust (>25 km)","Holocene",NA,NA,NA,124.8,7.95,TRUE
"476",271070,"Musuan","Philippines","Lava dome","Eruption Observed","1886 CE","Philippines and SE Asia","Mindanao",7.877,125.068,646,"Andesite / Basaltic Andesite","Subduction zone / Continental crust (>25 km)","Holocene",57.1746711730957,-193.752410888672,190.214385986328,125.068,7.877,TRUE
"477",271071,"Malindang","Philippines","Stratovolcano","Evidence Credible","Unknown","Philippines and SE Asia","Mindanao",8.22,123.63,2404,"Basalt / Picro-Basalt","Subduction zone / Continental crust (>25 km)","Holocene",71.9304428100586,-567.34423828125,187.562088012695,123.63,8.22,TRUE
"478",271080,"Camiguin","Philippines","Stratovolcano(es)","Eruption Observed","1953 CE","Philippines and SE Asia","Mindanao",9.203,124.673,1552,"Andesite / Basaltic Andesite","Subduction zone / Continental crust (>25 km)","Holocene",NA,NA,NA,124.673,9.203,TRUE
"479",272010,"Cuernos de Negros","Philippines","Complex","Unrest / Holocene","Unknown","Philippines and SE Asia","Central Philippines",9.25,123.17,1862,"Andesite / Basaltic Andesite","Subduction zone / Continental crust (>25 km)","Holocene",NA,NA,NA,123.17,9.25,TRUE
"480",272020,"Kanlaon","Philippines","Stratovolcano","Eruption Observed","2017 CE","Philippines and SE Asia","Central Philippines",10.412,123.132,2435,"Andesite / Basaltic Andesite","Subduction zone / Continental crust (>25 km)","Holocene",NA,NA,NA,123.132,10.412,TRUE
"481",272030,"Mandalagan","Philippines","Complex","Unrest / Holocene","Unknown","Philippines and SE Asia","Central Philippines",10.65,123.25,1885,"Andesite / Basaltic Andesite","Subduction zone / Continental crust (>25 km)","Holocene",NA,NA,NA,123.25,10.65,TRUE
"482",272040,"Silay","Philippines","Stratovolcano","Unrest / Holocene","Unknown","Philippines and SE Asia","Central Philippines",10.77,123.23,1510,"Andesite / Basaltic Andesite","Subduction zone / Continental crust (>25 km)","Holocene",NA,NA,NA,123.23,10.77,TRUE
"483",272050,"Cabalían","Philippines","Stratovolcano","Eruption Dated","1820 CE","Philippines and SE Asia","Central Philippines",10.285,125.218,912,"Andesite / Basaltic Andesite","Subduction zone / Continental crust (>25 km)","Holocene",NA,NA,NA,125.218,10.285,TRUE
"484",272070,"Mahagnao","Philippines","Stratovolcano","Unrest / Holocene","Unknown","Philippines and SE Asia","Central Philippines",10.882,124.888,860,"Andesite / Basaltic Andesite","Subduction zone / Continental crust (>25 km)","Holocene",NA,NA,NA,124.888,10.882,TRUE
"485",272080,"Biliran","Philippines","Compound","Eruption Observed","1939 CE","Philippines and SE Asia","Central Philippines",11.523,124.535,1301,"Andesite / Basaltic Andesite","Subduction zone / Continental crust (>25 km)","Holocene",NA,NA,NA,124.535,11.523,TRUE
"486",273010,"Bulusan","Philippines","Stratovolcano(es)","Eruption Observed","2017 CE","Philippines and SE Asia","Luzon",12.769,124.056,1535,"Andesite / Basaltic Andesite","Subduction zone / Continental crust (>25 km)","Holocene",NA,NA,NA,124.056,12.769,TRUE
"487",273020,"Pocdol Mountains","Philippines","Compound","Unrest / Holocene","Unknown","Philippines and SE Asia","Luzon",13.05,123.958,1102,"Andesite / Basaltic Andesite","Subduction zone / Continental crust (>25 km)","Holocene",NA,NA,NA,123.958,13.05,TRUE
"488",273030,"Mayon","Philippines","Stratovolcano","Eruption Observed","2019 CE","Philippines and SE Asia","Luzon",13.257,123.685,2462,"Andesite / Basaltic Andesite","Subduction zone / Continental crust (>25 km)","Holocene",NA,NA,NA,123.685,13.257,TRUE
"489",273031,"Masaraga","Philippines","Stratovolcano","Evidence Credible","Unknown","Philippines and SE Asia","Luzon",13.32,123.6,1328,"Andesite / Basaltic Andesite","Subduction zone / Continental crust (>25 km)","Holocene",NA,NA,NA,123.6,13.32,TRUE
"490",273041,"Iriga","Philippines","Stratovolcano","Evidence Credible","Unknown","Philippines and SE Asia","Luzon",13.458,123.451,1138,"Andesite / Basaltic Andesite","Subduction zone / Continental crust (>25 km)","Holocene",NA,NA,NA,123.451,13.458,TRUE
"491",273042,"Isarog","Philippines","Stratovolcano","Eruption Dated","3500 BCE","Philippines and SE Asia","Luzon",13.658,123.38,1966,"Andesite / Basaltic Andesite","Subduction zone / Continental crust (>25 km)","Holocene",NA,NA,NA,123.38,13.658,TRUE
"492",273044,"Malindig","Philippines","Stratovolcano","Evidence Credible","Unknown","Philippines and SE Asia","Luzon",13.24,122.018,1157,"Andesite / Basaltic Andesite","Subduction zone / Continental crust (>25 km)","Holocene",NA,NA,NA,122.018,13.24,TRUE
"493",273050,"Banahaw","Philippines","Complex","Evidence Credible","Unknown","Philippines and SE Asia","Luzon",14.07,121.48,2158,"Andesite / Basaltic Andesite","Subduction zone / Continental crust (>25 km)","Holocene",NA,NA,NA,121.48,14.07,TRUE
"494",273060,"San Pablo Volcanic Field","Philippines","Stratovolcano","Eruption Dated","1350 CE","Philippines and SE Asia","Luzon",14.12,121.3,1090,"Trachyandesite / Basaltic Trachyandesite","Subduction zone / Continental crust (>25 km)","Holocene",NA,NA,NA,121.3,14.12,TRUE
"495",273070,"Taal","Philippines","Caldera","Eruption Observed","1977 CE","Philippines and SE Asia","Luzon",14.002,120.993,311,"Andesite / Basaltic Andesite","Subduction zone / Continental crust (>25 km)","Holocene",NA,NA,NA,120.993,14.002,TRUE
"496",273080,"Laguna Caldera","Philippines","Caldera","Unrest / Holocene","Unknown","Philippines and SE Asia","Luzon",14.42,121.27,743,"Andesite / Basaltic Andesite","Subduction zone / Continental crust (>25 km)","Holocene",NA,NA,NA,121.27,14.42,TRUE
"497",273081,"Mariveles","Philippines","Stratovolcano","Eruption Dated","2050 BCE","Philippines and SE Asia","Luzon",14.527,120.482,1388,"Andesite / Basaltic Andesite","Subduction zone / Continental crust (>25 km)","Holocene",NA,NA,NA,120.482,14.527,TRUE
"498",273082,"Natib","Philippines","Stratovolcano","Evidence Uncertain","Unknown","Philippines and SE Asia","Luzon",14.72,120.4,1253,"Andesite / Basaltic Andesite","Subduction zone / Continental crust (>25 km)","Holocene",NA,NA,NA,120.4,14.72,TRUE
"1779",267060,"Lipang","Indonesia","Stratovolcano",NA,NA,"Indonesia","Sangihe Islands",3.911,125.39,126,NA,"Subduction zone / Oceanic crust (< 15 km)","Pleistocene",47.1859474182129,-136.97233581543,186.099716186523,125.39,3.911,TRUE
"1780",267065,"Napo Taroare","Indonesia","Submarine",NA,NA,"Indonesia","Sangihe Islands",4.048,125.345,0,NA,"Subduction zone / Oceanic crust (< 15 km)","Pleistocene",47.8023262023926,-142.656005859375,186.001266479492,125.345,4.048,TRUE
"1781",267070,"Kawalusu","Indonesia","Stratovolcano",NA,NA,"Indonesia","Sangihe Islands",4.232,125.329,239,NA,"Subduction zone / Oceanic crust (< 15 km)","Pleistocene",48.6020355224609,-147.255355834961,186.990249633789,125.329,4.232,TRUE
"1782",267075,"North Kawio","Indonesia","Submarine",NA,NA,"Indonesia","Sangihe Islands",4.684,125.468,109,NA,"Subduction zone / Oceanic crust (< 15 km)","Pleistocene",49.8416442871094,-139.016036987305,189.863250732422,125.468,4.684,TRUE
"1783",267090,"Kawio Barat","Indonesia","Submarine",NA,NA,"Indonesia","Sangihe Islands",4.675,125.088,-1874,NA,"Subduction zone / Oceanic crust (< 15 km)","Pleistocene",54.5753898620605,-192.544799804688,193.86408996582,125.088,4.675,TRUE
"1784",268800,"Hamiding","Indonesia","Unknown",NA,NA,"Indonesia","Halmahera",1.62,127.82,1204,NA,"Subduction zone / Oceanic crust (< 15 km)","Pleistocene",52.7085189819336,-136.264587402344,27.8857250213623,127.82,1.62,TRUE
"1785",269010,"Tawau Hills","Malaysia","Pyroclastic cone",NA,NA,"Indonesia","Borneo",4.383,117.95,1077,NA,"Subduction zone / Continental crust (>25 km)","Pleistocene",NA,NA,NA,117.95,4.383,TRUE
"1790",269814,"Mostyn","Malaysia","Fissure vent(s) ?",NA,NA,"Indonesia","Borneo",4.6,118.18,0,NA,"Intraplate / Continental crust (>25 km)","Pleistocene",NA,NA,NA,118.18,4.6,TRUE
"1791",270010,"Jolo","Philippines","Pyroclastic cone(s)",NA,NA,"Philippines and SE Asia","Sulu Islands",6,121.125,811,NA,"Subduction zone / Crustal thickness unknown","Pleistocene",NA,NA,NA,121.125,6,TRUE
"1792",271072,"Balatukan","Philippines","Compound",NA,NA,"Philippines and SE Asia","Mindanao",8.77,124.98,2450,NA,"Subduction zone / Continental crust (>25 km)","Pleistocene",NA,NA,NA,124.98,8.77,TRUE
"1793",271090,"Paco-Maniayao","Philippines","Stratovolcano",NA,NA,"Philippines and SE Asia","Mindanao",9.593,125.52,664,NA,"Subduction zone / Continental crust (>25 km)","Pleistocene",NA,NA,NA,125.52,9.593,TRUE
"1794",271800,"Blit","Philippines","Unknown",NA,NA,"Philippines and SE Asia","Mindanao",6.958,124.23,1198,NA,"Subduction zone / Continental crust (>25 km)","Pleistocene",62.9637985229492,-400.580474853516,175.141876220703,124.23,6.958,TRUE
"1795",271801,"Quezon","Philippines","Lava dome(s)",NA,NA,"Philippines and SE Asia","Mindanao",6.58,124.62,652,NA,"Subduction zone / Continental crust (>25 km)","Pleistocene",61.6710205078125,-327.247039794922,176.412414550781,124.62,6.58,TRUE
"1796",271802,"Kitabud","Philippines","Unknown",NA,NA,"Philippines and SE Asia","Mindanao",7.285,124.662,1167,NA,"Subduction zone / Continental crust (>25 km)","Pleistocene",65.366340637207,-289.3876953125,168.53044128418,124.662,7.285,TRUE
"1797",271803,"Imbing","Philippines","Stratovolcano(es)",NA,NA,"Philippines and SE Asia","Mindanao",7.68,123.23,700,NA,"Subduction zone / Continental crust (>25 km)","Pleistocene",70.9640121459961,-662.787048339844,197.20378112793,123.23,7.68,TRUE
"1798",271804,"Kaladis","Philippines","Stratovolcano",NA,NA,"Philippines and SE Asia","Mindanao",7.58,122.97,0,NA,"Subduction zone / Continental crust (>25 km)","Pleistocene",NA,NA,NA,122.97,7.58,TRUE
"1799",271805,"Ampiro","Philippines","Stratovolcano?",NA,NA,"Philippines and SE Asia","Mindanao",8.388,123.63,1532,NA,"Subduction zone / Continental crust (>25 km)","Pleistocene",72.4767303466797,-574.69921875,186.980697631836,123.63,8.388,TRUE
"1800",272800,"Nelangaapan","Philippines","Unknown",NA,NA,"Philippines and SE Asia","Central Philippines",9.932,125.27,687,NA,"Subduction zone / Continental crust (>25 km)","Pleistocene",NA,NA,NA,125.27,9.932,TRUE
"1801",272801,"Ilihan","Philippines","Unknown",NA,NA,"Philippines and SE Asia","Central Philippines",10.483,125.122,903,NA,"Subduction zone / Continental crust (>25 km)","Pleistocene",NA,NA,NA,125.122,10.483,TRUE
"1802",272802,"Alto","Philippines","Compound",NA,NA,"Philippines and SE Asia","Central Philippines",11.108,124.75,1350,NA,"Subduction zone / Continental crust (>25 km)","Pleistocene",NA,NA,NA,124.75,11.108,TRUE
"1803",272803,"Cancajanag","Philippines","Lava dome(s)",NA,NA,"Philippines and SE Asia","Central Philippines",11.07,124.78,900,NA,"Subduction zone / Continental crust (>25 km)","Pleistocene",NA,NA,NA,124.78,11.07,TRUE
"1804",272804,"Maripipi","Philippines","Unknown",NA,NA,"Philippines and SE Asia","Central Philippines",11.8,124.33,924,NA,"Subduction zone / Continental crust (>25 km)","Pleistocene",NA,NA,NA,124.33,11.8,TRUE
"1805",272805,"Hingatungan","Philippines","Stratovolcano",NA,NA,"Philippines and SE Asia","Central Philippines",10.594,125.101,796,NA,"Subduction zone / Continental crust (>25 km)","Pleistocene",NA,NA,NA,125.101,10.594,TRUE
"1806",272806,"Lobi","Philippines","Stratovolcano",NA,NA,"Philippines and SE Asia","Central Philippines",11.013,124.812,1302,NA,"Subduction zone / Continental crust (>25 km)","Pleistocene",NA,NA,NA,124.812,11.013,TRUE
"1807",272807,"Pacdahauan","Philippines","Unknown",NA,NA,"Philippines and SE Asia","Central Philippines",11.404,124.509,628,NA,"Subduction zone / Continental crust (>25 km)","Pleistocene",NA,NA,NA,124.509,11.404,TRUE
"1810",273800,"Gate Mountains","Philippines","Unknown",NA,NA,"Philippines and SE Asia","Luzon",12.6,123.997,559,NA,"Subduction zone / Continental crust (>25 km)","Pleistocene",NA,NA,NA,123.997,12.6,TRUE
"1811",273801,"Malinao","Philippines","Stratovolcano",NA,NA,"Philippines and SE Asia","Luzon",13.416,123.608,1548,NA,"Subduction zone / Continental crust (>25 km)","Pleistocene",NA,NA,NA,123.608,13.416,TRUE
"1812",273802,"Sangay","Philippines","Unknown",NA,NA,"Philippines and SE Asia","Luzon",13.52,123.53,0,NA,"Subduction zone / Continental crust (>25 km)","Pleistocene",NA,NA,NA,123.53,13.52,TRUE
"1813",273803,"Cone-Culasi","Philippines","Volcanic field",NA,NA,"Philippines and SE Asia","Luzon",13.92,123.02,959,NA,"Subduction zone / Continental crust (>25 km)","Pleistocene",NA,NA,NA,123.02,13.92,TRUE
"1814",273804,"Labo","Philippines","Compound",NA,NA,"Philippines and SE Asia","Luzon",14.02,122.792,1544,NA,"Subduction zone / Continental crust (>25 km)","Pleistocene",NA,NA,NA,122.792,14.02,TRUE
"1815",273805,"Dagit-Dagitan","Philippines","Stratovolcano",NA,NA,"Philippines and SE Asia","Luzon",13.53,121.078,364,NA,"Subduction zone / Continental crust (>25 km)","Pleistocene",NA,NA,NA,121.078,13.53,TRUE
"1816",273806,"Panay","Philippines","Stratovolcano",NA,NA,"Philippines and SE Asia","Luzon",13.723,120.893,501,NA,"Subduction zone / Continental crust (>25 km)","Pleistocene",NA,NA,NA,120.893,13.723,TRUE
"1817",273807,"Malepunyo","Philippines","Stratovolcano",NA,NA,"Philippines and SE Asia","Luzon",14.95,121.23,963,NA,"Subduction zone / Continental crust (>25 km)","Pleistocene",NA,NA,NA,121.23,14.95,TRUE
"1818",273808,"Anilao Hill","Philippines","Pyroclastic cone",NA,NA,"Philippines and SE Asia","Luzon",13.9,121.18,358,NA,"Subduction zone / Continental crust (>25 km)","Pleistocene",NA,NA,NA,121.18,13.9,TRUE
"1819",273809,"Cariliao","Philippines","Stratovolcano",NA,NA,"Philippines and SE Asia","Luzon",14.13,120.75,656,NA,"Subduction zone / Continental crust (>25 km)","Pleistocene",NA,NA,NA,120.75,14.13,TRUE
"1820",273810,"Corregidor","Philippines","Caldera",NA,NA,"Philippines and SE Asia","Luzon",14.4,120.58,173,NA,"Subduction zone / Continental crust (>25 km)","Pleistocene",NA,NA,NA,120.58,14.4,TRUE
